id,address,at_street,description,latitude,longitude,municipality,name,on_street
"3580",,"South Street",,"42.241708","-70.889903","Hingham","Central St @ South St","Central Street"
"499",,"Fairmount Street",,"42.278931","-71.080231","Boston","Gallivan Blvd @ Fairmount St","Morton Street"
"3057",,"Billings Road",,"42.27364","-71.025565","Quincy","Hancock St @ Billings Rd","Hancock Street"
"2404",,"Lowell Street",,"42.396761","-71.103896","Somerville","Medford St @ Broadway - Magoun Sq","Medford Street"
"11545",,"Lee Street Extension",,"42.325809","-71.140476","Brookline","Lee St @ Boylston St","Lee Street"
"node-420-rl",,,"South Station - Bottom of Escalator 420",,,"Boston","South Station",
"70205",,,"North Station - Green Line - Lechmere & North","42.36528","-71.060205","Boston","North Station",
"NEC-1969",,,"Attleboro - Commuter Rail","41.940739","-71.285094","Attleboro","Attleboro",
"4031",,,,"42.201911","-71.007314","Braintree","Franklin St @ Washington St","Franklin Street"
"2941",,"Peacock Farm Road",,"42.418879","-71.206541","Lexington","Watertown St @ Peacock Farm Rd","Watertown Street"
"door-chels-mall",,,"Chelsea - Buses 112, 114","42.396716","-71.040931","Chelsea","Chelsea - Buses 112, 114",
"50916",,"Prospect Street",,"42.479452","-71.149613","Woburn","Montvale Ave opp Prospect St","Montvale Avenue"
"70045",,,"Maverick - Blue Line - Bowdoin","42.369119","-71.03953","Boston","Maverick",
"7174",,"Chestnut Street",,"42.554641","-70.878354","Beverly","Cabot St opp Chestnut St","Cabot Street"
"node-6476-ground",,,"South Station - Top of Elevator 6476",,,"Boston","South Station",
"node-armnl-eescstairs-lobby",,,"Arlington - Bottom of stairs from eastbound escalator",,,"Boston","Arlington",
"411",,"Brunswick Street",,"42.311705","-71.082984","Boston","Warren St @ Brunswick St","Warren Street"
"231",,"Hull Street",,"42.367838","-71.057329","Boston","Commercial St opp Hull St","Commercial Street"
"door-orhte-saratoga",,,"Orient Heights - Saratoga St, Barnes Ave","42.386862","-71.004364","Boston","Orient Heights - Saratoga St, Barnes Ave",
"2900",,"Temple Street",,"42.395416","-71.08904","Somerville","Mystic Ave @ Temple Rd","Mystic Avenue"
"door-dwnxg-101arch",,,"Downtown Crossing - 101 Arch St, Summer St","42.354843","-71.05948","Boston","Downtown Crossing - 101 Arch St, Summer St",
"6177",,"Hancock Street",,"42.512725","-70.89209","Salem","Lafayette St @ Saltonstall Pkwy","Lafayette Street"
"70029",,,"Community College - Orange Line - Oak Grove","42.373622","-71.069533","Boston","Community College",
"8553",,"Keller Path",,"42.29108","-71.185716","Newton","Sawmill Brook Pkwy @ Keller Path","Sawmill Brook Parkway"
"3242",,"Samosett Avenue",,"42.261229","-70.992973","Quincy","Sea St opp Samoset Ave","Sea Street"
"node-dwnxg-stair10-middle",,,"Downtown Crossing - Top of stairs between Washington Street, Winter Street lobby and mezzanine",,,"Boston","Downtown Crossing",
"6691",,"Wilfred Street",,"42.465611","-70.976108","Lynn","Myrtle St @ Wilfred St","Myrtle Street"
"640",,"Archdale Road",,"42.292634","-71.12139","Boston","Washington St @ Archdale Rd","Washington Street"
"node-406-street",,,"Aquarium - Top of escalator from lobby to Atlantic Avenue",,,"Boston","Aquarium",
"70094",,,"Ashmont - Red Line - Alewife","42.28453","-71.063725","Boston","Ashmont",
"node-north-evalentiexitstairs-bottom",,,"North Station - Bottom of exit-only stairs from Valenti Way lobby to Valenti Way","42.365118","-71.059806","Boston","North Station",
"door-north-causewayexitw",,,"North Station - Causeway St","42.365448","-71.060439","Boston","North Station - Causeway St",
"node-885-platform",,,"Revere Beach - Bottom of Elevator 885 between Wonderland platform and lobby","42.407872","-70.992427","Revere","Revere Beach",
"5056",,,,"42.416344","-71.059761","Everett","Hancock St @ Belmont St","Hancock Street"
"624",,"Weymouth Avenue",,"42.265986","-71.151799","Boston","Washington St @ Woodley Ave","Washington Street"
"6780",,"Baker Street",,"42.463738","-70.957435","Lynn","N Common St @ Baker St","North Common Street"
"74633",,,"Bellingham Square - Silver Line - SL3 Chelsea","42.395638","-71.034599","Chelsea","Bellingham Square","Chelsea Busway"
"2528",,"Columbia Street",,"42.376374","-71.095322","Somerville","Webster Ave @ Prospect St","Webster Avenue"
"1277",,,,"42.338723","-71.134258","Brookline","684 Washington St","Washington Street"
"9120",,"Richardson Street",,"42.471028","-71.149962","Woburn","Main St @ Richardson St","Main Street"
"7908",,"Hill Street",,"42.456094","-71.235379","Lexington","Bedford St @ Hill St","Bedford Street"
"783",,"Park Street",,"42.285165","-71.156338","Boston","Centre St @ Park St","Centre Street"
"node-999-rl",,,"Downtown Crossing - Bottom of elevator between Alewife platform and Oak Grove platform",,,"Boston","Downtown Crossing",
"2777",,"Inner Belt Road",,"42.382012","-71.081316","Somerville","Washington St @ Inner Belt Rd","Washington Street"
"node-sstat-398stair-rl",,,"South Station - Bottom of stairs for Alewife",,,"Boston","South Station",
"node-river-fareunpaid",,,"Riverside - Unpaid side of fare gates","42.337352","-71.252685","Newton","Riverside",
"1310",,"Harris Street",,"42.337914","-71.121506","Brookline","Harvard St @ Harris St","Harvard Street"
"6515",,,,"42.244815","-71.136475","Boston","River St @ Neponset Valley Pkwy","River Street"
"door-woodl-main",,,"Woodland - Main","42.333136","-71.24372","Newton","Woodland - Main",
"door-spmnl-nashua",,,"Science Park/West End - Nashua St, Spaulding Rehab Hospital (Stairs)","42.36687","-71.067757","Boston","Science Park/West End - Nashua St, Spaulding Rehab Hospital (Stairs)",
"2375",,"Piggott Road",,"42.412875","-71.123928","Medford","Boston Ave @ Hillsdale Rd","Boston Avenue"
"4372",,"Fullers Lane",,"42.253002","-71.052346","Milton","Opp 80 Edge Hill Rd","Edgehill Road"
"GB-0229-01",,,"Beverly Farms - Commuter Rail - Track 1 (Outbound)","42.561651","-70.811405","Beverly","Beverly Farms",
"3034",,"Butler Road",,"42.257445","-71.008194","Quincy","Hancock St opp Butler Rd","Hancock Street"
"3866",,"Academy Street",,"42.209933","-71.003667","Braintree","Washington St @ Academy St","Washington Street"
"node-portr-massavestairs-crplatform",,,"Porter - Top of stairs between Massachusetts Ave and lobby","42.388267","-71.119103","Cambridge","Porter",
"170136",,,"Babcock Street - Green Line - Park Street & North","42.351538","-71.119553","Boston","Babcock Street",
"4487",,,,"42.461928","-70.966695","Lynn","743 Western Ave","Western Avenue"
"node-haecl-congfhplatn-platform",,,"Haymarket - Bottom of stairs between mezzanine and Forest Hills platform",,,"Boston","Haymarket",
"node-tumnl-washnbstairs-lobby",,,"Tufts Medical Center - Top of stairs for Oak Grove, Washington Street",,,"Boston","Tufts Medical Center",
"15992",,"Common Street",,"42.481148","-71.100301","Stoneham","Main St opp Common St","Main Street"
"66434",,"Harmon Street",,"42.270475","-71.101659","Boston","Cummins Hwy @ Harmon St","Cummins Highway"
"171",,"Columbus Avenue",,"42.348569","-71.071717","Boston","Berkeley St @ Columbus Ave","Berkeley Street"
"node-crtst-wtcmain-farepaid",,,"Courthouse - Paid side of outbound fare gates",,,"Boston","Courthouse",
"27092","Terminal B Arrivals, Door B103, Boston Logan International Airport, Boston, MA 02128",,"Terminal B Stop 1 - Silver Line - SL1 South Station","42.3621","-71.01882","Boston","Terminal B Stop 1 - Arrivals Level","Logan Airport Terminal B"
"door-bbsta-dartmw",,,"Back Bay - Dartmouth St (Tracks 5 and 7)","42.347572","-71.076228","Boston","Back Bay - Dartmouth St (Tracks 5 and 7)",
"210",,,,"42.344381","-71.039016","Boston","Summer St @ Drydock Ave","Summer Street"
"605",,"Cornell Street",,"42.279637","-71.135513","Boston","Washington St @ Cornell St","Washington Street"
"5284",,"Otis Street",,"42.421821","-71.095905","Medford","Salem St @ Almont St","Salem Street"
"5088",,"Tucker Street",,"42.438855","-71.089402","Medford","Highland Ave @ Tucker St","Highland Avenue"
"633",,"Metropolitan Avenue",,"42.281294","-71.133567","Boston","Washington St @ Metropolitan Ave","Washington Street"
"5614",,"Hawthorn Street",,"42.390253","-71.035677","Chelsea","Park St @ Hawthorne St","Park Street"
"node-nqncy-sfareunpaid",,,"North Quincy - Unpaid side of Squantum Street fare gates","42.275154","-71.029517","Quincy","North Quincy",
"9139",,"East Nichols Street",,"42.509413","-71.160959","Woburn","Main St @ East Nichols St","Main Street"
"1165",,"Walnut Park",,"42.316446","-71.097563","Boston","Washington St @ Walnut Pk","Washington Street"
"4491",,,,"42.456024","-70.973197","Lynn","Western Ave @ Ida St","Western Avenue"
"1130",,"Pond Street",,"42.314462","-71.114046","Boston","Centre St @ Saint John St","Centre Street"
"4184",,,,"42.172098","-71.047296","Randolph","N Main St @ Wales Ave","North Main Street"
"917",,"Foster Street",,"42.349007","-71.157011","Boston","Washington St @ Foster St","Washington Street"
"node-978-lobby",,,"Park Street - Bottom of elevator between Boston Common and Copley & West platform","42.356355","-71.062692","Boston","Park Street",
"place-FB-0177","185 Plimpton St, Walpole, MA 02081",,,"42.159123","-71.236125","Walpole","Plimptonville",
"1523",,"Francis Street",,"42.336893","-71.109515","Boston","Brookline Ave @ Francis St","Brookline Avenue"
"node-865-platform",,,"Wellington - Bottom of elevator between platform for all trains and lobby","42.401946","-71.077199","Medford","Wellington",
"3361",,"Wood Street",,"42.260856","-71.042534","Milton","Granite Ave @ Wood St","Granite Avenue"
"node-wondl-ibplazastairs-lobby",,,"Wonderland - Lobby level of stairs from garage to Revere Beach Plaza","42.41353","-70.991894","Revere","Wonderland",
"1662",,"Falmouth Road",,"42.429362","-71.153151","Arlington","355 Mystic St","Mystic Street"
"4937",,"Bresnahan Street",,"42.520333","-70.930609","Peabody","Washington St @ Lowe St","Washington Street"
"place-bcnwa","Beacon St and Washington St, Brookline, MA",,,"42.339394","-71.13533","Brookline","Washington Square",
"555",,"Josephine Street",,"42.300084","-71.065948","Boston","Geneva Ave @ Dakota St","Geneva Avenue"
"3851",,"Federal Avenue",,"42.235011","-71.00578","Quincy","Independence Ave @ Federal Ave","Independence Avenue"
"7398",,"Intervale Avenue",,"42.450009","-71.00253","Saugus","Lincoln Ave @ Intervale Ave","Lincoln Avenue"
"3532",,"Bluff Road",,"42.242566","-70.960438","Weymouth","Bridge St @ Bluff Rd","Bridge Street"
"4797",,"Gerry Street",,"42.497595","-70.860761","Marblehead","Pleasant St @ Gerry St","Pleasant Street"
"13828",,,,"42.176409","-70.954078","Weymouth","Opp 85 Columbian St","Columbian Street"
"7176",,"Pickett Street",,"42.556685","-70.878289","Beverly","Cabot St @ Pickett St","Cabot Street"
"9056",,"Charles Street",,"42.423278","-71.080433","Malden","Highland Ave @ Charles St","Highland Avenue"
"4498",,"Albert J Brown Circle",,"42.420606","-71.003376","Revere","462 American Legion Hwy","American Legion Highway"
"8429",,"Drake Road",,"42.425429","-71.189452","Arlington","Massachusetts Ave @ Drake Rd","Massachusetts Avenue"
"8868",,"Charles Street",,"42.486717","-71.151976","Woburn","Main St opp Charles St","Main Street"
"829",,"Maple Road",,"42.264749","-71.162978","Boston","2519 Centre St","Centre Street"
"1062",,"Howard Street",,"42.364798","-71.110649","Cambridge","Western Ave @ Howard St","Western Avenue"
"111685",,"Hickory Lane",,"42.185813","-71.121815","Canton","Washington St - Pecunit St to Turnpike St (FLAG)","Washington Street"
"5618",,"Crescent Avenue",,"42.395785","-71.03264","Chelsea","Washington Ave @ Crescent Ave","Washington Avenue"
"1887",,"Corey Street",,"42.291637","-71.160532","Boston","Weld St @ Corey St","Weld Street"
"2883",,"Fulbright Street",,"42.402252","-71.098132","Medford","Mystic Ave @ Fulbright St","Mystic Avenue"
"401",,"Walnut Avenue",,"42.323923","-71.082883","Boston","Warren St @ Walnut Ave","Warren Street"
"node-wondl-busramp-busway",,,"Wonderland - Bottom of ramp to busway door to lobby","42.413391","-70.991987","Revere","Wonderland",
"5066",,"Dexter Street",,"42.431318","-71.079628","Malden","Clifton St @ Dexter St","Clifton Street"
"node-alfcl-wgaragestairs-second",,,"Alewife - Second floor of stairs between concourse and fifth floor of garage","42.395511","-71.142221","Cambridge","Alewife",
"NBM-0374-02",,,"East Taunton - Commuter Rail - Track 2","41.868213","-71.061671","Taunton","East Taunton",
"9070236",,"Clinton Path","Englewood Avenue - Green Line Park Street & North Shuttle - 1855 Beacon St","42.33677","-71.14586","Brookline","Englewood Avenue - 1855 Beacon St","Beacon Street"
"door-sstat-main",,,"South Station - Main Entry, Dewey Square","42.352302","-71.05523","Boston","South Station - Main Entry, Dewey Square",
"node-pktrm-stair5-gl",,,"Park Street - Top of stairs between Alewife platform and Copley & West platform",,,"Boston","Park Street",
"node-coecl-bplstair-platform",,,"Copley - Bottom of westbound platform stairs","42.349792","-71.078052","Boston","Copley",
"9045",,"Bradbury Avenue",,"42.407849","-71.082879","Medford","Fellsway @ Bradbury Ave","Fellsway"
"1433",,"Beacon Park",,"42.364554","-71.175494","Watertown","Arsenal St @ Beacon Pk","Arsenal Street"
"2386",,"Sycamore Street",,"42.391152","-71.099344","Somerville","Medford St @ Sycamore St","Medford Street"
"8315",,"Ridgeway Road",,"42.428286","-71.102573","Medford","Fellsway W @ Ridgeway Rd - Roosevelt Circle","Fellsway West"
"1257",,"Prentiss Street",,"42.33293","-71.092638","Boston","Tremont St @ Prentiss St","Tremont Street"
"8333",,"Albemarle Street",,"42.242626","-71.134245","Boston","Readville St @ Albermarle St","Readville Street"
"9134",,,,"42.501791","-71.159009","Woburn","Elm St @ Monument","Elm Street"
"node-pktrm-cpebstairs-gl",,,"Park Street - Top of stairs between Red Line center platform and Government Center & North platform",,,"Boston","Park Street",
"291",,"D Street",,"42.336362","-71.054006","Boston","W 7th St @ D St","West Seventh Street"
"88337",,"Prospect Street",,"42.376355","-71.246665","Waltham","Main St @ Hammond St","Main Street"
"109900",,"Golden Drive",,"42.385582","-70.976529","Winthrop","Revere St @ Hutchinson St","Revere Street"
"7883",,"The Great Road",,"42.491701","-71.279122","Bedford","South Rd @ Great Rd","South Road"
"7471",,,,"42.460234","-71.007489","Saugus","Winter St opp E Denver St","Winter Street"
"node-130-lobby",,,"Forest Hills - Top of Orange Line platform south escalator","42.300698","-71.114218","Boston","Forest Hills",
"7699",,,,"42.385442","-71.223454","Waltham","Beaver St opp Field Rd","Beaver Street"
"node-dwnxg-wintexitfare-paid",,,"Downtown Crossing - Paid side of exit-only gate",,,"Boston","Downtown Crossing",
"7246",,,,"42.470697","-70.955646","Lynn","Western Ave @ Lawton Ave","Western Avenue"
"282",,"G Street",,"42.331329","-71.044314","Boston","E 8th St @ G St","East Eighth Street"
"node-423-lobby",,,"Savin Hill - Top of escalator from platform to lobby","42.310921","-71.053506","Boston","Savin Hill",
"70179",,,"Brookline Hills - Green Line - (D) Riverside","42.331413","-71.127025","Brookline","Brookline Hills",
"6274",,"Derby Road",,"42.42319","-71.017441","Revere","Malden St opp Derby Rd","Malden Street"
"2601",,"Sciarappa Street",,"42.373349","-71.081478","Cambridge","McGrath Hwy @ Twin City Plaza","Monsignor O'Brien Highway"
"78141",,"Cherry Street",,"42.367747","-71.242903","Waltham","Crescent St opp Cherry St","Crescent Street"
"node-cntsq-essexstair-farepaid",,,"Central - Paid side of fare gates",,,"Cambridge","Central",
"door-tumnl-washington",,,"Tufts Medical Center - Washington St, Tufts Medical Center","42.349662","-71.063917","Boston","Tufts Medical Center - Washington St, Tufts Medical Center",
"9526",,,,"42.38164","-71.262237","Waltham","Main Shopping Center @ Market Basket",
"5443",,"Wolcott Street",,"42.429597","-71.060977","Malden","Salem St @ Wolcott St","Salem Street"
"node-sstat-389stair-rl",,,"South Station - Bottom of stairs for exit from Red Line",,,"Boston","South Station",
"node-mlmnl-farepaid",,,"Malden Center - Paid side of fare gates","42.426814","-71.074214","Malden","Malden Center",
"6737",,"Washington Avenue",,"42.47293","-70.994669","Saugus","Garfield Ave @ Washington Ave","Garfield Avenue"
"node-bbsta-lower-farepaid",,,"Back Bay - Paid side of fare gates",,,"Boston","Back Bay",
"516",,"Burt Street",,"42.283442","-71.071403","Boston","Washington St @ Burt St","Washington Street"
"4044",,"Scannell Road",,"42.18316","-71.028259","Randolph","North St @ Scannel Rd","North Street"
"36539",,"Village Court",,"42.345137","-71.069335","Boston","E Berkeley St @ Tremont St","East Berkeley Street"
"8947",,"Leighton Road",,"42.253751","-71.142082","Boston","Alwin St opp Leighton Rd","Alwin Street"
"NEC-2276-02",,,"Back Bay - Commuter Rail - Track 2","42.347196","-71.075299","Boston","Back Bay",
"door-bvmnl-boylston",,,"Brookline Village - Buses, Route 9","42.33266","-71.116542","Brookline","Brookline Village - Buses, Route 9",
"node-wtcst-ibstairs-lobby",,,"World Trade Center - Top of inbound platform stairs",,,"Boston","World Trade Center",
"6837",,"Chatham Street",,"42.470279","-70.933344","Lynn","Trinity Ave @ Chatham St","Trinity Avenue"
